x                             1                           2                           3                        4                            5                               6
  0.14000000059604645       0.10607024839637433        1.2374862488529210      -0.57114749510608620       0.32282249691210702      -0.11249874887974318        1.7267249824427084E-002
  0.15000000596046448        8.0932603228333400E-002   1.2139892413833864      -0.48559565024333895       0.26977535838765693       -9.3383777522831238E-002   1.4282224766793670E-002
  0.15999999642372131        5.9136007231235709E-002   1.1827200124454493      -0.39424003352165199       0.21504001974105838       -7.3920006973743499E-002   1.1264001077651990E-002
  0.17000000178813934        4.0402192220506783E-002   1.1447288598529737      -0.29862490448387813       0.15972959949518092       -5.4510894993853344E-002   8.2751479090699132E-003
  0.18000000715255737        2.4466739542216728E-002   1.1010037168993043      -0.20018242889910906       0.10485746113330167       -3.5516236640364157E-002   5.3707479646504337E-003
  0.18999999761581421        1.1078651344968085E-002   1.0524716136363987      -0.10023541453487560        5.1340090655852225E-002  -1.7253637056583598E-002   2.5986959542402478E-003
  0.20000000298023224       -2.9802321351487174E-009  0.99999998385707523        2.9802322239665562E-008  -1.4901161008810483E-008   4.9670536572676863E-009  -7.4505804766496726E-010
  0.20999999344348907       -8.9942681765740034E-003  0.94439874825083381        9.9410325943738651E-002  -4.8430672470664113E-002   1.6006747772202044E-002  -2.3908813195363107E-003
  0.21999999880790710       -1.6116749254420384E-002  0.88642125702477992       0.19698248851542655       -9.3307494885176326E-002   3.0566248357519497E-002  -4.5457497581293180E-003
  0.23000000417232513       -2.1567822264805768E-002  0.82676642016427193       0.29179996074363079      -0.13407025045491244        4.3514028484247624E-002  -6.4423366724322348E-003
  0.23999999463558197       -2.5535998236894418E-002  0.76608003272294978       0.38303995214939041      -0.17023998190402903        5.4719994474649168E-002  -8.0639992060660935E-003
  0.25000000000000000       -2.8198242187499993E-002  0.70495605468750011       0.46997070312499983      -0.20141601562499997        6.4086914062500014E-002  -9.3994140625000069E-003
  0.25999999046325684       -2.9720249042152910E-002  0.64393880797843173       0.55194742436766364      -0.22727247796416028        7.1548743806083157E-002  -1.0442249145865314E-002
  0.27000001072883606       -3.0256789161978735E-002  0.58352372473202230       0.62841031327426999      -0.24755556557432415        7.7069184563461526E-002  -1.1190867833451208E-002
  0.28000000119209290       -2.9951999918937690E-002  0.52415999300241478       0.69888000802675865      -0.26208000138282767        8.0640000309944171E-002  -1.1648000037352252E-002
  0.28999999165534973       -2.8939712042285865E-002  0.46625094605063006       0.76295596491918627      -0.27072632338256375        8.2279569739728248E-002  -1.1820445284695277E-002
  0.30000001192092896       -2.7343747795869580E-002  0.41015618434176004       0.82031256426125254      -0.27343749968955494        8.2031248603014889E-002  -1.1718749720603052E-002
  0.31000000238418579       -2.5278257272584356E-002  0.35619362022376627       0.87069555803991217      -0.27021585790323077        7.9961835233652981E-002  -1.1356898321516195E-002
  0.31999999284744263       -2.2848001845359744E-002  0.30464003595352246       0.91391997167587058      -0.26112000858306744        7.6160003314017885E-002  -1.0752000514984086E-002
  0.33000001311302185       -2.0148676010407048E-002  0.25573317988297689       0.94986637045802835      -0.24626161742843522        7.0734718437803615E-002  -9.9239753399666623E-003
  0.34000000357627869       -1.7267248946562411E-002  0.20967373405762046       0.97847750891908947      -0.22580249170526834        6.3813747274205065E-002  -8.8952495990842571E-003
  0.34999999403953552       -1.4282228358206341E-002  0.16662600129590591       0.99975584886851598      -0.19995118884253227        5.5541997489247631E-002  -7.6904304529307249E-003
  0.36000001430511475       -1.1263995689392126E-002  0.12671994521141391        1.0137600148773123      -0.16895995212554438        4.6079985694884272E-002  -6.3359979686735905E-003
  0.37000000476837158       -8.2751470283530821E-003   9.0053069237303413E-002   1.0206016422034669      -0.13312193493161303        3.5602377603519669E-002  -4.8600070843237116E-003
  0.37999999523162842       -5.3707513568997606E-003   5.6691265113254841E-002   1.0204425017136329       -9.2767520262598602E-002   2.4296255557636388E-002  -3.2917507650256153E-003
  0.38999998569488525       -2.5986991629416097E-003   2.6670860859960083E-002   1.0134911865617644       -4.8261550825420753E-002   1.2359665865990868E-002  -1.6614632993526487E-003
  0.40000000596046448        1.4901160768262155E-009  -1.4901160546217562E-008  0.99999999006589180        2.9802322868791941E-008  -7.4505806061756845E-009   9.9341074255576700E-010
  0.40999999642372131        2.3908819981561767E-003  -2.3339562556841151E-002  0.98026196126257059        5.1592715381188370E-002  -1.2567456432110609E-002   1.6614603470368268E-003
  0.41999998688697815        4.5457473394222760E-003  -4.3391225835156609E-002  0.95460753736391202       0.10606742688124572       -2.5121233645602845E-002   3.2917478961795033E-003
  0.43000000715255737        6.4423371973837927E-003  -6.0221846843612488E-002  0.92340146016200908       0.16295324455926227       -3.7435203979806847E-002   4.8600089047644065E-003
  0.43999999761581421        8.0639996471404927E-003  -7.3919997099240506E-002  0.88704000925064086       0.22175998579025255       -4.9279997250239044E-002   6.3359996614456180E-003
  0.44999998807907104        9.3994126441731204E-003  -8.4594715590353836E-002  0.84594731725519234       0.28198234944526773       -6.0424791910917784E-002   7.6904281566384158E-003
  0.46000000834465027        1.0442250747367635E-002  -9.2373755322321283E-002  0.80057246047938768       0.34310255123093714       -7.0638758070841065E-002   8.8952509354700074E-003
  0.46999999880790710        1.1190867115727626E-002  -9.7401991745812502E-002  0.75138680294624560       0.40459288329386134       -7.9692538061382601E-002   9.9239764513606270E-003
  0.47999998927116394        1.1647999663829641E-002  -9.9839998712538305E-002  0.69888005793571351       0.46591993448257391       -8.7359992597102254E-002   1.0751999227523684E-002
  0.49000000953674316        1.1820445344276606E-002  -9.9862381740546707E-002  0.64355752418664536       0.52654716668896295       -9.3419653380773182E-002   1.1356898901435137E-002
  0.50000000000000000        1.1718750000000005E-002  -9.7656250000000014E-002  0.58593750000000044       0.58593749999999989       -9.7656250000000097E-002   1.1718750000000016E-002
  0.50999999046325684        1.1356898901435130E-002  -9.3419653380773182E-002  0.52654716668896362       0.64355752418664480       -9.9862381740546791E-002   1.1820445344276618E-002
  0.51999998092651367        1.0752001373290616E-002  -8.7360013160702701E-002  0.46592011647542231       0.69887989700316844       -9.9840002288814067E-002   1.1648000597635403E-002
  0.52999997138977051        9.9239792298442906E-003  -7.9692563089312954E-002  0.40459306657232319       0.75138665116509895       -9.7402002787989328E-002   1.1190868910035805E-002
  0.54000002145767212        8.8952475945051537E-003  -7.0638729246405144E-002  0.34310236826330553       0.80057260162442001       -9.2373736314022306E-002   1.0442248078196582E-002
  0.55000001192092896        7.6904281566384219E-003  -6.0424791910917847E-002  0.28198234944526840       0.84594731725519201       -8.4594715590354017E-002   9.3994126441731413E-003
  0.56000000238418579        6.3359996614456258E-003  -4.9279997250239134E-002  0.22175998579025316       0.88704000925064042       -7.3919997099240714E-002   8.0639996471405136E-003
  0.56999999284744263        4.8600089047644178E-003  -3.7435203979806951E-002  0.16295324455926288       0.92340146016200852       -6.0221846843612696E-002   6.4423371973838179E-003
  0.57999998331069946        3.2917526775895828E-003  -2.5121270814686784E-002  0.10606759306023901       0.95460745244591649       -4.3391280755247355E-002   4.5457533861892035E-003
  0.58999997377395630        1.6614652675631459E-003  -1.2567493977022106E-002   5.1592873662962703E-002  0.98026189344946102       -2.3339627187318551E-002   2.3908887843537619E-003
  0.60000002384185791       -3.9736429702229960E-009   2.9802321684553556E-008  -1.1920927963278793E-007   1.0000000397364122        5.9604654027249221E-008  -5.9604650474534793E-009
  0.61000001430511475       -1.6614632993526286E-003   1.2359665865990715E-002  -4.8261550825420226E-002   1.0134911865617642        2.6670860859959792E-002  -2.5986991629415816E-003
  0.62000000476837158       -3.2917507650255936E-003   2.4296255557636228E-002  -9.2767520262598102E-002   1.0204425017136327        5.6691265113254528E-002  -5.3707513568997329E-003
  0.62999999523162842       -4.8600070843236890E-003   3.5602377603519496E-002 -0.13312193493161259        1.0206016422034667        9.0053069237303107E-002  -8.2751470283530526E-003
  0.63999998569488525       -6.3359979686735670E-003   4.6079985694884099E-002 -0.16895995212554399        1.0137600148773118       0.12671994521141361       -1.1263995689392103E-002
  0.64999997615814209       -7.6904266257765948E-003   5.5541970980505367E-002 -0.19995110400485241       0.99975590140091020       0.16662587762888770       -1.4282219379674537E-002
  0.66000002622604370       -8.8952529400481550E-003   6.3813769989157915E-002 -0.22580256082801126       0.97847743459331471       0.20967386691079554       -1.7267257725208630E-002
  0.67000001668930054       -9.9239781184510198E-003   7.0734736903018916E-002 -0.24626167014788647       0.94986627424658221       0.25573332148417272       -2.0148684367436036E-002
  0.68000000715255737       -1.0752000514984060E-002   7.6160003314017746E-002 -0.26112000858306705       0.91391997167587102       0.30464003595352207       -2.2848001845359719E-002
  0.68999999761581421       -1.1356898321516175E-002   7.9961835233652856E-002 -0.27021585790323055       0.87069555803991228       0.35619362022376594       -2.5278257272584349E-002
  0.69999998807907104       -1.1718749720603034E-002   8.2031248603014764E-002 -0.27343749968955472       0.82031256426125287       0.41015618434175971       -2.7343747795869570E-002
  0.70999997854232788       -1.1820445383996993E-002   8.2279571785335667E-002 -0.27072634031981707       0.76295614601135620       0.46625077600374287       -2.8939708096620217E-002
  0.72000002861022949       -1.1647999103544970E-002   8.0639992561332377E-002 -0.26207996681210954       0.69887980735776212       0.52416016794205289       -2.9952001945492721E-002
  0.73000001907348633       -1.1190866039141477E-002   7.7069171019118421E-002 -0.24755551363174058       0.62841009410961379       0.58352390342779625       -3.0256788885646535E-002
  0.74000000953674316       -1.0442249145865305E-002   7.1548743806083087E-002 -0.22727247796416020       0.55194742436766386       0.64393880797843139       -2.9720249042152928E-002
  0.75000000000000000       -9.3994140624999983E-003   6.4086914062500000E-002 -0.20141601562500000       0.46997070312500033       0.70495605468749978       -2.8198242187500021E-002
  0.75999999046325684       -8.0640014114378589E-003   5.4720009822844640E-002 -0.17024003217061137       0.38304008506774734       0.76607994182586625       -2.5536003134409024E-002
  0.76999998092651367       -6.4423392971898119E-003   4.3514046508343840E-002 -0.13407030788316493       0.29180009956016517       0.82676633034916991       -2.1567829237324313E-002
  0.77999997138977051       -4.5457558048953009E-003   3.0566289419525258E-002  -9.3307622755749178E-002  0.19698277562974792       0.88642108140527509       -1.6116767893903605E-002
  0.79000002145767212       -2.3908779264366479E-003   1.6006724953340809E-002  -4.8430602801713518E-002   9.9410178940869745E-002  0.94439883305386063       -8.9942562199210926E-003
  0.80000001192092896        2.9802323756970259E-009  -1.9868215739293677E-008   5.9604646625762077E-008  -1.1920928969881066E-007   1.0000000645716960        1.1920930390966626E-008
  0.81000000238418579        2.5986959542402292E-003  -1.7253637056583476E-002   5.1340090655851892E-002 -0.10023541453487501        1.0524716136363985        1.1078651344968021E-002
  0.81999999284744263        5.3707479646504111E-003  -3.5516236640364011E-002  0.10485746113330127      -0.20018242889910845        1.1010037168993041        2.4466739542216665E-002
  0.82999998331069946        8.2751435054858290E-003  -5.4510866296797827E-002  0.15972951716335518      -0.29862475955785744        1.1447287987319141        4.0402166453899928E-002
  0.83999997377395630        1.1263992097218916E-002  -7.3919948859214851E-002  0.21503985523223640      -0.39423975417453527        1.1827199087333446        5.9135946970950100E-002
  0.85000002384185791        1.4282233745325241E-002  -9.3383835221173966E-002  0.26977551957436618      -0.48559591465162272        1.2139893235289270        8.0932673024178281E-002
  0.86000001430511475        1.7267254213750236E-002 -0.11249877688616416       0.32282257410943171      -0.57114761745392451        1.2374862775298860       0.10607028848702081
  0.87000000476837158        2.0148681024624610E-002 -0.13081606315480512       0.37296494488630355      -0.64923526955260424        1.2520965281005378       0.13484117869594359
  0.87999999523162842        2.2847998769760073E-002 -0.14783999227523764       0.41887997933705534      -0.71807996967315491        1.2566400004291520       0.16755198341242514
  0.88999998569488525        2.5278254573005782E-002 -0.16302642517963156       0.45913565030950260      -0.77578094200449521        1.2498694324595536       0.20452402984206472
  0.89999997615814209        2.7343745591738449E-002 -0.17578122299163643       0.49218743108210378      -0.82031241121387044        1.2304688123985723       0.24609364513309212
  0.91000002622604370        2.8939714409682731E-002 -0.18545873168320939       0.51637528465759641      -0.84952060141384089        1.1970515724090980       0.29261276162067329
  0.92000001668930054        2.9952001134871419E-002 -0.19136000628629668       0.52992001268385036      -0.86112000333783179        1.1481599046484392       0.34444809115696740
  0.93000000715255737        3.0256788996180273E-002 -0.19273160073394735       0.53092101137956182      -0.85269131433238587        1.0822620167181871       0.40198309797240384
  0.93999999761581421        2.9720250239461603E-002 -0.18876375165030324       0.51735250514040299      -0.82167751029819136       0.99775127250000784       0.46561723406862227
  0.94999998807907104        2.8198244649683225E-002 -0.17858888337892573       0.48706059384856837      -0.76538094267014267       0.89294447366651131       0.53576651388430518
  0.95999997854232788        2.5536007052418541E-002 -0.16128004549024605       0.43776012788767610      -0.68096021343224022       0.76608029718870396       0.61286382679368778
  0.97000002861022949        2.1567806925253452E-002 -0.13584917244948411       0.36703109271002399      -0.56542626261779039       0.61531675922603024       0.69735977620596679
  0.98000001907348633        1.6116738070723342E-002 -0.10124617455440868       0.27231729478115935      -0.41564217957728211       0.43873338730767275       0.78972093397213550
  0.99000000953674316        8.9942657852437463E-003  -5.6356475352378893E-002  0.15092072998708622      -0.22831597424174957       0.23432428332182154       0.89043317049997706
   1.0000000000000000       -0.0000000000000000        0.0000000000000000       -0.0000000000000000        0.0000000000000000       -0.0000000000000000        1.0000000000000000
